Ticker,Exchange,Sector,Industry,MarketCap,ProfitMargin,TradingAge
GREH,PNK,Healthcare,Drug Manufacturers - Specialty & Generic,4999321.0,0.0,27
SVUHF,PNK,Consumer Cyclical,Auto Manufacturers,5107198.0,0.0,4
DROR,PNK,Consumer Cyclical,Personal Services,5178084.0,0.0,20
MI,ASE,Consumer Cyclical,Internet Retail,5161449.0,-1.20779,11
WAI,NCM,Financial Services,Capital Markets,5349555.0,-1.40671,3
JCSE,NCM,Industrials,Specialty Industrial Machinery,5181356.0,-0.09300999,4
GPUSF,PNK,Technology,Software - Application,4322539.0,0.0,10
GLXG,NCM,Industrials,Staffing & Employment Services,14397058.0,-1.00508,2
LCTC,PNK,Technology,Scientific & Technical Instruments,5092341.0,-0.14573,14
HCWC,ASE,Consumer Defensive,Packaged Foods,5235369.0,-0.050329998,2
BQ,ASE,Consumer Cyclical,Specialty Retail,4773780.0,-0.08813,6
TBH,NCM,Communication Services,Electronic Gaming & Multimedia,4873287.0,0.0,1
CYCU,NGM,Technology,Information Technology Services,5151470.0,-1.11315,1
ADMQ,OQB,Industrials,Specialty Business Services,5056801.0,0.09362,6
ARTL,NCM,Healthcare,Biotechnology,5644816.0,0.0,7
VEST,,,,,,0
BBBXF,PNK,Basic Materials,Other Precious Metals & Mining,64283912.0,0.0,15
HYFM,NCM,Industrials,Farm & Heavy Construction Machinery,5087034.0,-0.44487998,6
WLDS,NCM,Technology,Consumer Electronics,4943506.0,0.0,4
IVF,NCM,Healthcare,Medical Devices,4804547.0,0.0,6
ADMT,OQB,Healthcare,Medical Devices,4731194.0,-0.00198,36
MTVA,NCM,Healthcare,Biotechnology,4674381.0,0.0,10
CHR,NCM,Communication Services,Advertising Agencies,4564935.0,0.14479999,8
IPST,NCM,Financial Services,Capital Markets,3815154.0,21.84724,2
LGCL,NCM,Technology,Software - Application,4884066.0,0.00899,2
QNCX,NMS,Healthcare,Biotechnology,4454519.0,0.0,7
BBBMF,PNK,Basic Materials,Other Industrial Metals & Mining,4880578.0,0.0,5
NDRA,NCM,Healthcare,Diagnostics & Research,5164978.0,0.0,9
POLA,NCM,Industrials,Electrical Equipment & Parts,4525245.0,-1.0413201,10
STFS,NCM,Communication Services,Advertising Agencies,4822754.0,-1.08314,2
RVPH,NCM,Healthcare,Biotechnology,4696831.0,0.0,8
GNLN,NCM,Consumer Defensive,Tobacco,4851211.0,0.0,7
LMFA,NCM,Financial Services,Credit Services,4732116.0,-0.9294,11
PUCCF,OQB,Basic Materials,Gold,4826209.0,0.0,8
SLXN,NCM,Healthcare,Biotechnology,4063559.0,0.0,5
VSTD,NCM,Consumer Cyclical,Restaurants,4793243.0,-0.23834999,4
AMIX,NCM,Healthcare,Medical Devices,5236889.0,0.0,2
WTO,NCM,Technology,Consumer Electronics,4484990.0,-2.6697,5
ZSPC,NCM,Technology,Computer Hardware,4805620.0,-0.6888,2
AGPU,NCM,Technology,Software - Infrastructure,5904719.0,0.0,16
FASLF,PNK,Basic Materials,Other Precious Metals & Mining,4929954.0,0.0,5
JAGX,NCM,Healthcare,Biotechnology,4705113.0,0.0,11
PHIL,PNK,Financial Services,Capital Markets,4687394.0,0.0,26
YDKG,NCM,Communication Services,Advertising Agencies,4794579.0,-2.7118301,19
SOAR,ASE,Industrials,Airports & Air Services,4758033.0,0.06585,4
CBIH,PNK,Healthcare,Drug Manufacturers - Specialty & Generic,4650700.0,0.0,3
VIVS,NCM,Healthcare,Biotechnology,4381376.0,0.0,14
SKK,NCM,Industrials,Engineering & Construction,5531250.0,0.05768,2
EDHL,NCM,Communication Services,Advertising Agencies,4715490.0,-0.36326,1
SILO,NCM,Healthcare,Biotechnology,5099973.0,0.0,5
PRSI,PNK,Consumer Cyclical,Lodging,4618036.0,-0.16268,23
GBR,ASE,Real Estate,Real Estate Services,5126802.0,-0.50327,33
DCX,NCM,Consumer Cyclical,Auto Manufacturers,4457646.0,0.0,4
DAIC,NGM,Technology,Information Technology Services,5193706.0,0.0,1
RDHL,NCM,Healthcare,Drug Manufacturers - Specialty & Generic,4494226.0,-0.97518,13
RMSG,NCM,,,4259220.0,,5
ILAG,NCM,Industrials,Building Products & Equipment,4882002.0,-1.2683101,4
CDIO,NCM,Healthcare,Biotechnology,6777184.0,0.0,4
REVB,NCM,Healthcare,Biotechnology,4427300.0,0.0,6
LXEH,NGM,Consumer Defensive,Education & Training Services,4090167.0,-0.97788,6
ENZN,OQB,Healthcare,Biotechnology,4452876.0,0.0,42
THURF,PNK,Basic Materials,Other Industrial Metals & Mining,4449625.0,0.0,10
CDTG,NCM,Industrials,Waste Management,4745125.0,-0.05238,2
ZDPY,OQB,Real Estate,Real Estate Services,4812331.0,0.18716998,16
CANF,ASE,Healthcare,Biotechnology,6959047.0,0.0,14
PGOL,PNK,Basic Materials,Gold,4230853.0,0.0,23
HCWB,NCM,Healthcare,Biotechnology,4251622.0,0.0,5
NVGLF,OQB,Basic Materials,Gold,4306073.0,0.0,12
TWAV,NCM,Financial Services,Asset Management,4201446.0,-1.87174,31
DCOY,NCM,Healthcare,Biotechnology,3974152.0,0.0,11
IOTR,NCM,Communication Services,Telecom Services,4001401.0,-0.03156,1
SNOA,NCM,Healthcare,Drug Manufacturers - Specialty & Generic,4205389.0,-0.19016,19
NTRX,PNK,Financial Services,Financial Data & Stock Exchanges,4224436.0,0.0,18
FCUV,NCM,Technology,Scientific & Technical Instruments,4143400.0,0.0,12
AIXN,OQB,Consumer Defensive,Food Distribution,4187473.0,-1.5307201,18
BLIS,PNK,Industrials,Aerospace & Defense,4182918.0,0.0,7
RMESF,PNK,Basic Materials,Other Industrial Metals & Mining,4180183.0,0.0,19
APTOF,OQB,Healthcare,Biotechnology,4177683.0,0.0,34
SRCO,OQB,Technology,Software - Application,4565296.0,0.0,25
CTTH,OQB,Healthcare,Drug Manufacturers - Specialty & Generic,4145083.0,0.0,29
WXM,NCM,Industrials,Industrial Distribution,4051723.0,-0.24542,1
ASTC,NCM,Technology,Scientific & Technical Instruments,4274258.0,0.0,31
OCG,NCM,Consumer Cyclical,Internet Retail,4209388.0,0.0,6
BRWC,PNK,Consumer Defensive,Education & Training Services,3964799.0,-1.7322,4
VIVK,PNK,Energy,Oil & Gas Integrated,4028819.0,-0.55676,17
NCPL,NCM,Financial Services,Capital Markets,3810940.0,0.0,20
AUMN,OQB,Basic Materials,Other Precious Metals & Mining,4064324.0,0.0,17
FUNI,OQB,Healthcare,Diagnostics & Research,4063045.0,0.0,14
XHLD,NCM,Communication Services,Broadcasting,4061562.0,0.0,1
BNBX,NCM,Financial Services,Asset Management,4418442.0,0.0,23
AIPG,PNK,Financial Services,Shell Companies,4008782.0,0.0,19
LAZRQ,PNK,Consumer Cyclical,Auto Parts,4001294.0,0.0,7
NVSGF,PNK,Basic Materials,Other Industrial Metals & Mining,4654281.0,0.0,16
INDP,NCM,Healthcare,Biotechnology,3811952.0,0.0,11
PPBT,NCM,Healthcare,Biotechnology,4133683.0,0.0,11
ONFO,NCM,Communication Services,Internet Content & Information,4236173.0,-0.21269,4
SYGCF,PNK,Basic Materials,Gold,3688673.0,0.0,4
GGLXF,PNK,Basic Materials,Other Precious Metals & Mining,3902969.0,0.0,30
VCIG,NCM,Industrials,Consulting Services,3776777.0,0.19434999,3
AIM,ASE,Healthcare,Biotechnology,4047046.0,0.0,30
DRMA,NCM,Healthcare,Biotechnology,4668877.0,0.0,5
KRTL,PNK,Industrials,Conglomerates,3866642.0,-0.0088,31
IMCC,NCM,Healthcare,Drug Manufacturers - Specialty & Generic,3652426.0,-0.089650005,6
GLMD,NCM,Healthcare,Biotechnology,3948834.0,0.0,12
HIHO,NCM,Industrials,Metal Fabrication,3742675.0,-0.13841,30
GLABF,PNK,Healthcare,Biotechnology,3828545.0,0.0,4
KCRD,PNK,Technology,Software - Infrastructure,3823240.0,-0.92223,3
GTII,PNK,Industrials,Conglomerates,3809979.0,0.0,17
TWNPQ,PNK,Consumer Cyclical,Restaurants,4700720.0,-0.20183,1
MTNB,ASE,Healthcare,Biotechnology,4099962.0,0.0,12
TRLEF,OQB,Energy,Oil & Gas E&P,3762851.0,-2.74465,3
GRI,NCM,Healthcare,Biotechnology,3410268.0,0.0,5
EGMCF,OQB,Basic Materials,Gold,3986379.0,0.0,10
BTOG,NCM,Financial Services,Financial Data & Stock Exchanges,3530453.0,0.0,7
RBNE,NCM,Energy,Oil & Gas Midstream,3338839.0,0.06718,1
EZRA,NCM,Financial Services,Insurance Brokers,3872299.0,-0.56213003,5
AIOS,NCM,Technology,Information Technology Services,2888611.0,-0.31209,10
MSS,NCM,Consumer Defensive,Grocery Stores,3887889.0,-0.10277,3
ZHDM,PNK,Financial Services,Shell Companies,3609172.0,0.0,17
TOFB,OQB,Consumer Defensive,Packaged Foods,3607594.0,-0.07933,43
BAOS,NCM,Communication Services,Advertising Agencies,3974321.0,0.0,5
LINMF,PNK,Basic Materials,Other Industrial Metals & Mining,3613517.0,0.0,27
ATXG,NCM,Industrials,Integrated Freight & Logistics,3777028.0,-1.5888801,8
GEDC,OQB,Technology,Information Technology Services,3602275.0,0.0,20
GSUN,NCM,Consumer Defensive,Education & Training Services,3309527.0,-0.14339,4
RKDA,NCM,Consumer Defensive,Packaged Foods,3818001.0,-0.97950995,11
TSEOF,PNK,Basic Materials,Specialty Chemicals,3959294.0,-0.1834,12
SBLX,NCM,Consumer Cyclical,Auto Manufacturers,3532315.0,0.0,23
SQFT,NCM,Real Estate,REIT - Diversified,3453837.0,-0.38694,6
AQB,NCM,Consumer Defensive,Farm Products,3683811.0,0.0,9
KITT,NCM,Industrials,Aerospace & Defense,3407391.0,0.0,5
QWTR,PNK,Industrials,Pollution & Treatment Controls,3561382.0,0.0,14
LIFD,OQB,Consumer Defensive,Tobacco,3557442.0,0.0017200001,14
UK,NCM,Real Estate,Real Estate Services,3118570.0,-0.22288999,7
DEVS,NCM,Industrials,Pollution & Treatment Controls,3430863.0,0.0,2
MNDR,NCM,Healthcare,Health Information Services,4447372.0,-0.35334,2
IWSH,PNK,Financial Services,Shell Companies,3505521.0,0.0,22
WBUY,NCM,Consumer Cyclical,Internet Retail,3420446.0,-0.28961,3
FRSX,NCM,Consumer Cyclical,Auto Parts,3381891.0,0.0,9
VEEE,NCM,Consumer Cyclical,Recreational Vehicles,3394673.0,-0.58082,5
ACON,NCM,Healthcare,Health Information Services,3373987.0,0.0,4
ELPW,NGM,Industrials,Electrical Equipment & Parts,3174662.0,0.0,3
SDOT,NCM,Consumer Defensive,Farm Products,3291362.0,-0.02813,6
NCL,ASE,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3718497.0,-1.35649,3
BUDZ,OQB,Healthcare,Drug Manufacturers - Specialty & Generic,2718653.0,0.0,16
GRTX,OQB,Healthcare,Biotechnology,3773119.0,0.0,7
NCRA,NCM,Consumer Defensive,Packaged Foods,3448209.0,-0.28892002,5
BYAH,NCM,Consumer Defensive,Household & Personal Products,3301037.0,0.0,2
GEGP,PNK,Healthcare,Medical Distribution,1681200.0,-0.15989,26
NCT,NCM,Industrials,Marine Shipping,2984413.0,0.123500004,1
WCUFF,OQB,Basic Materials,Copper,2248107.0,0.0,5
ASBP,NCM,Healthcare,Biotechnology,3607836.0,0.0,4
EEIQ,NCM,Consumer Defensive,Education & Training Services,2825806.0,-0.27171,5
LVRLF,PNK,Healthcare,Drug Manufacturers - Specialty & Generic,3294105.0,-0.1916,8
IVDA,NCM,Industrials,Security & Protection Services,3324098.0,-0.48313,17
ALBT,NCM,Real Estate,Real Estate Services,3283378.0,0.0,8
BIXT,OQB,Healthcare,Biotechnology,3470697.0,0.0,16
CAPC,OQB,Technology,Consumer Electronics,3369053.0,0.0,28
VYCO,OQB,Healthcare,Medical Devices,3270534.0,-0.00866,13
NCNA,NCM,Healthcare,Biotechnology,3148330.0,0.0,9
PLTYF,PNK,Financial Services,Shell Companies,3234532.0,0.0,15
ITP,ASE,Basic Materials,Paper & Paper Products,2989307.0,-0.1387,19
GOVX,NCM,Healthcare,Biotechnology,3268659.0,0.0,6
HIGR,PNK,Consumer Defensive,Packaged Foods,3075000.0,-1.03852,15
HCTI,NCM,Healthcare,Health Information Services,3027072.0,-0.48841,5
OGEN,ASE,Healthcare,Biotechnology,3109494.0,0.0,22
GNPX,NCM,Healthcare,Biotechnology,3067861.0,0.0,8
ICON,NCM,Industrials,Marine Shipping,2975585.0,-0.37287,2
CLNV,OQB,Utilities,Utilities - Renewable,2536090.0,0.0,17
LBSR,OQB,Basic Materials,Other Industrial Metals & Mining,3517228.0,0.0,13
WHLT,PNK,Financial Services,Shell Companies,3094108.0,0.0,29
VTAK,ASE,Healthcare,Medical Devices,2899267.0,0.0,8
GWAV,NCM,Industrials,Waste Management,3061342.0,-0.84212,11
KIDZ,NCM,Consumer Defensive,Education & Training Services,2874528.0,-0.53213,1
CASIF,PNK,Healthcare,Biotechnology,3082241.0,-1.83957,30
PMAX,NCM,Industrials,Specialty Business Services,3026477.0,-1.04109,2
TBLLF,PNK,Basic Materials,Gold,3060973.0,0.0,5
SRKZF,PNK,Basic Materials,Other Industrial Metals & Mining,2902864.0,0.0,12
MGAM,PNK,Communication Services,Electronic Gaming & Multimedia,3032003.0,0.0,4
BZYR,PNK,Healthcare,Biotechnology,3023314.0,0.0,29
ORGS,PNK,Healthcare,Biotechnology,2999358.0,0.0,14
VSME,NCM,Communication Services,Advertising Agencies,3080765.0,-1.12238,3
AUUD,NCM,Technology,Software - Application,3193056.0,0.0,5
SNRG,OQB,Industrials,Waste Management,3700632.0,0.0,5
TRUG,NCM,Consumer Cyclical,Leisure,2983891.0,-0.93141997,5
BSPK,OQB,Healthcare,Drug Manufacturers - Specialty & Generic,2982191.0,-0.51338,18
PAIYY,OQX,Healthcare,Medical Care Facilities,3748944.0,-0.010779999,7
SEAV,PNK,Technology,Information Technology Services,2961995.0,0.0,6
AEMD,NCM,Healthcare,Medical Devices,2840637.0,0.0,27
FLYE,NCM,Consumer Cyclical,Auto Manufacturers,2905647.0,-0.38833,2
MIGI,NCM,Financial Services,Capital Markets,2789554.0,-0.24280001,14
PSYCF,OQB,Consumer Defensive,Packaged Foods,2888168.0,0.0,5
WTER,PNK,Consumer Defensive,Beverages - Non-Alcoholic,3558034.0,-0.83125,13
TUTH,OQB,Healthcare,Medical Instruments & Supplies,2878031.0,-2.17338,1
BVAXF,OQB,Healthcare,Biotechnology,2677501.0,0.0,8
ZONE,ASE,Industrials,Pollution & Treatment Controls,3035655.0,0.0,2
XRTX,NCM,Healthcare,Biotechnology,2750076.0,0.0,5
ATMH,PNK,Technology,Software - Infrastructure,2845803.0,0.0,13
CLDI,ASE,Healthcare,Biotechnology,2687290.0,0.0,5
AZTR,ASE,Healthcare,Biotechnology,4494382.0,0.0,3
WAST,OQB,Industrials,Waste Management,2760736.0,0.0,5
KSEZ,OQB,Technology,Information Technology Services,2829145.0,0.0,2
CNEY,NCM,Basic Materials,Specialty Chemicals,2625731.0,-0.31320998,5
FCHL,NCM,Consumer Defensive,Education & Training Services,2823700.0,-0.06238,1
SGLY,NCM,Industrials,Integrated Freight & Logistics,2632950.0,0.0,18
PW,ASE,Real Estate,REIT - Specialty,2779522.0,-1.9427699,53
CPHI,ASE,Healthcare,Drug Manufacturers - Specialty & Generic,2711881.0,-0.78718,24
BGMS,NCM,Healthcare,Biotechnology,2761854.0,0.0,22
SENR,OQB,Industrials,Waste Management,2755544.0,-0.37618,22
CLRI,PNK,Technology,Software - Application,2750862.0,0.02044,18
OVTZ,OQB,Technology,Software - Infrastructure,2742677.0,0.0,14
ENVB,NCM,Healthcare,Biotechnology,2836285.0,0.0,11
MWAI,OQB,Financial Services,Capital Markets,2700439.0,-1.74024,9
AGMH,NCM,Technology,Computer Hardware,2436867.0,0.31413,8
RUBI,NCM,Industrials,Marine Shipping,2551257.0,0.26545998,1
AEHL,NCM,Industrials,Building Products & Equipment,2607052.0,-0.17688999,19
ALTX,PNK,Energy,Oil & Gas E&P,2685034.0,0.0,32
EZOO,PNK,Communication Services,Advertising Agencies,2663041.0,0.0,6
XITO,PNK,Financial Services,Shell Companies,2660875.0,0.0,9
CRUCF,PNK,Basic Materials,Other Industrial Metals & Mining,1867073.0,0.0,17
BRQSF,OQB,Technology,Software - Infrastructure,3041858.0,0.28444,11
SPRC,NCM,Healthcare,Biotechnology,2618265.0,0.0,5
ADIL,NCM,Healthcare,Biotechnology,2855940.0,0.0,8
CNRCF,PNK,Basic Materials,Other Precious Metals & Mining,2649334.0,0.0,3
DXF,ASE,Financial Services,Credit Services,2342413.0,-0.55108,1
MEHA,NCM,Consumer Defensive,Packaged Foods,2621558.0,-0.05467,1
MFON,OQB,Technology,Software - Application,2959063.0,0.0,15
CYAN,OQB,Consumer Defensive,Packaged Foods,2587285.0,-0.07028,35
MDLK,PNK,Industrials,Engineering & Construction,2381960.0,-0.91327006,9
YBGJ,OQB,Healthcare,Medical Instruments & Supplies,2573354.0,0.0,5
JFBR,NCM,Consumer Cyclical,Internet Retail,2462104.0,-0.4609,4
RAYA,NCM,Industrials,Electrical Equipment & Parts,2506883.0,-0.02118,4
SHFS,NCM,Financial Services,Banks - Regional,2592109.0,0.0,5
CPMD,PNK,Healthcare,Drug Manufacturers - Specialty & Generic,2650005.0,0.0,27
TRNR,NCM,Consumer Cyclical,Personal Services,2746419.0,-2.02312,3
SXTP,NCM,Healthcare,Biotechnology,4822250.0,0.0,3
ASNS,NCM,Technology,Communication Equipment,2482790.0,-2.2393801,4
FDXTF,OQB,Basic Materials,Specialty Chemicals,2438197.0,0.0,1
JEM,NCM,Consumer Cyclical,Apparel Retail,2624400.0,-0.38301,1
INM,NCM,Healthcare,Drug Manufacturers - Specialty & Generic,2386726.0,-1.7007,12
GVH,NCM,Industrials,Integrated Freight & Logistics,2225075.0,0.02898,3
CPMV,PNK,Healthcare,Biotechnology,5004316.0,0.0,13
ATPC,NCM,Consumer Defensive,Packaged Foods,2191184.0,-1.8259,3
CNET,NCM,Communication Services,Advertising Agencies,2255216.0,-0.3336,17
TIVC,NCM,Healthcare,Medical Devices,2323715.0,0.0,5
CISS,NCM,Industrials,Marine Shipping,2282442.0,0.16087,3
PNYG,OQB,Industrials,Railroads,1967765.0,-1.1721,4
VPER,PNK,Technology,Electronic Components,2297259.0,0.0,16
DOGP,OQB,Healthcare,Health Information Services,2321580.0,-1.95023,14
DRCT,NCM,Communication Services,Advertising Agencies,2130285.0,-0.26760998,4
SCNI,NCM,Healthcare,Biotechnology,2255601.0,4.48387,11
GV,NCM,Consumer Defensive,Education & Training Services,1997337.0,0.0,4
XTKG,NCM,Technology,Software - Application,2299191.0,0.0,7
AGSS,OQB,Industrials,Security & Protection Services,2233712.0,0.0,14
FMHS,PNK,Communication Services,Internet Content & Information,2199114.0,0.0,28
IPW,NCM,Consumer Cyclical,Internet Retail,2168862.0,-0.10346,5
QH,NGM,Technology,Software - Application,2134305.0,0.00084,6
WORX,NCM,Healthcare,Health Information Services,2136622.0,-1.39711,10
SYRA,OQB,Healthcare,Medical Care Facilities,2041598.0,-0.12404,3
GRHI,PNK,Industrials,Engineering & Construction,2143952.0,-0.24125999,18
VIIQ,PNK,Technology,Software - Application,2133236.0,0.0,16
VMAR,NCM,Consumer Cyclical,Recreational Vehicles,2083092.0,-0.84382004,6
LUVU,OQB,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2305021.0,-0.05422,15
CRCE,OQB,Energy,Oil & Gas E&P,2050200.0,0.0,3
VGLS,PNK,Real Estate,Real Estate - Development,2109550.0,0.0,27
LRHC,NCM,Real Estate,Real Estate Services,1915031.0,-0.35477,3
MYSZ,NCM,Technology,Software - Application,2133051.0,-0.47390997,10
ROIUF,PNK,Technology,Software - Application,2089310.0,-0.025339998,14
ENSC,NCM,Healthcare,Biotechnology,2121627.0,-2.44486,8
ASRE,PNK,Utilities,Utilities - Renewable,2088068.0,0.0,22
BBLG,NCM,Healthcare,Biotechnology,2082502.0,0.0,5
YYGH,NCM,Consumer Cyclical,Personal Services,1915035.0,-0.28753,2
PKTX,PNK,Healthcare,Biotechnology,1957900.0,0.0,24
ELAB,NCM,Healthcare,Biotechnology,1905942.0,0.0,3
IMTE,NCM,Technology,Electronic Components,2012717.0,0.0,9
JDZG,NCM,Technology,Information Technology Services,2168660.0,-0.21098,2
DTCK,NCM,Consumer Defensive,Farm Products,1847519.0,-0.03004,3
NXTS,NCM,Basic Materials,Agricultural Inputs,1927232.0,0.0,16
FGL,NCM,Industrials,Engineering & Construction,1840404.0,-0.046529997,2
ISPC,NCM,Healthcare,Diagnostics & Research,1915125.0,0.0,5
NUWE,NCM,Healthcare,Medical Devices,2379791.0,-2.11862,14
RETO,NCM,Basic Materials,Building Materials,2172720.0,0.0,9
AYRWF,PNK,Healthcare,Drug Manufacturers - Specialty & Generic,1868377.0,-0.6853,6
FATAQ,PNK,Consumer Cyclical,Restaurants,2782692.0,-0.39327,9
PPCB,NCM,Healthcare,Biotechnology,1882496.0,0.0,13
GTCH,PNK,Technology,Information Technology Services,1849287.0,0.0,15
XXII,NCM,Consumer Defensive,Tobacco,1821335.0,-0.33431998,15
BJDX,NCM,Healthcare,Medical Devices,1963874.0,0.0,5
PREM,PNK,Industrials,Airlines,2394657.0,-0.17772,5
GIPR,NCM,Real Estate,REIT - Diversified,1852242.0,-1.0322,5
VPRB,OQB,Consumer Defensive,Tobacco,1834936.0,-0.3814,12
PMHS,OQB,Healthcare,Pharmaceutical Retailers,1834672.0,0.0,17
LSBCF,PNK,Healthcare,Biotechnology,1648507.0,-0.16258,3
SMTK,NCM,Technology,Semiconductor Equipment & Materials,1941370.0,0.0,2
OILCF,PNK,Energy,Oil & Gas E&P,1803414.0,0.0,8
UGRO,NCM,Industrials,Farm & Heavy Construction Machinery,1638536.0,-2.00493,7
AIXI,NGM,Technology,Software - Application,1671350.0,-0.59599996,3
PRFX,NCM,Healthcare,Drug Manufacturers - Specialty & Generic,1785395.0,0.0,6
BABYF,PNK,Consumer Defensive,Packaged Foods,1758337.0,-1.5173,7
ZVSA,OQB,Healthcare,Biotechnology,1886349.0,0.0,4
AVPMF,PNK,Basic Materials,Other Industrial Metals & Mining,5565007.0,0.0,16
CDT,NCM,Healthcare,Biotechnology,1782761.0,0.0,4
MITI,OQB,Healthcare,Health Information Services,1732120.0,0.0,14
DEFG,OQB,Financial Services,Asset Management,1775472.0,0.0,4
VIZNF,PNK,Basic Materials,Other Precious Metals & Mining,1756786.0,0.0,5
AKAN,NCM,Healthcare,Drug Manufacturers - Specialty & Generic,1626581.0,-2.66312,4
NBBI,,,,,,0
VIVC,OQB,Consumer Cyclical,Recreational Vehicles,1732764.0,0.0,2
ZYXIQ,PNK,Healthcare,Medical Distribution,2127204.0,-0.68351996,22
EEGI,PNK,Financial Services,Shell Companies,1704906.0,0.0,25
GRNL,PNK,Consumer Cyclical,Footwear & Accessories,1693770.0,0.0,2
BIYA,NCM,Technology,Software - Application,1808524.0,-0.35443002,1
MTEN,NCM,Industrials,Metal Fabrication,1611529.0,-0.63063,2
AGTX,PNK,Healthcare,Biotechnology,1682812.0,0.0,11
WHLR,NCM,Real Estate,REIT - Retail,1520023.0,0.08821999,14
FUST,OQB,Basic Materials,Other Industrial Metals & Mining,1648845.0,0.0,9
RPGL,NCM,Technology,Software - Application,2143312.0,0.11975,1
CCTG,NCM,Industrials,Electrical Equipment & Parts,1612751.0,-0.096999995,2
FRGT,NCM,Technology,Software - Application,1611174.0,-0.40286,9
LQWC,PNK,Industrials,Pollution & Treatment Controls,1610037.0,-1.4204401,26
ASFT,PNK,Technology,Software - Application,1573319.0,0.0,8
VYST,OQB,Basic Materials,Specialty Chemicals,1484011.0,10.03859,17
SOBR,NCM,Technology,Scientific & Technical Instruments,1612734.0,0.0,17
BRYGF,PNK,Basic Materials,Gold,1527586.0,0.0,1
MNTR,OQB,Financial Services,Capital Markets,1518027.0,0.0,18
XONI,OQB,Communication Services,Advertising Agencies,1372234.0,0.0,14
OMQS,OQB,Technology,Software - Application,1392235.0,-0.05716,26
AREB,NCM,Consumer Cyclical,Footwear & Accessories,889520.0,0.0,4
MDCE,PNK,Consumer Cyclical,Internet Retail,1473830.0,0.69052005,17
EDBL,NCM,Consumer Defensive,Farm Products,1248411.0,-1.15439,4
GTLL,PNK,Technology,Information Technology Services,1468844.0,-0.8077,31
LITSF,PNK,Basic Materials,Other Industrial Metals & Mining,1292357.0,0.0,3
WOK,NCM,Healthcare,Medical Devices,1438493.0,-0.108909994,2
VISM,PNK,Technology,Software - Infrastructure,1457343.0,0.0,25
BRVO,PNK,Communication Services,Entertainment,1429230.0,0.0,16
AHRO,PNK,Consumer Cyclical,Apparel Manufacturing,1427507.0,0.0,20
FFLO,OQB,Consumer Cyclical,Auto Parts,1426000.0,0.0,11
ESMC,OQB,Healthcare,Medical Devices,1408912.0,-0.02034,34
PTIX,OQB,Healthcare,Biotechnology,1199624.0,0.0,5
ADNH,OQB,Industrials,Electrical Equipment & Parts,1401794.0,0.0,7
LBUY,PNK,Communication Services,Internet Content & Information,1400995.0,0.00979,9
UPC,NCM,Healthcare,Drug Manufacturers - Specialty & Generic,1352011.0,-0.20562,5
AERA,PNK,Communication Services,Entertainment,1786750.0,0.25716,0
JZXN,NCM,Consumer Cyclical,Auto & Truck Dealerships,1461726.0,0.0,5
VRAX,NCM,Healthcare,Biotechnology,1285738.0,0.0,4
FEED,NCM,Healthcare,Medical Devices,1305830.0,-2.51918,11
QPRC,OQB,Industrials,Specialty Business Services,1315398.0,0.0,31
SBEV,ASE,Consumer Defensive,Beverages - Wineries & Distilleries,1272443.0,0.0,7
CNSP,NCM,Healthcare,Biotechnology,1315790.0,0.0,7
MSTH,PNK,Healthcare,Drug Manufacturers - Specialty & Generic,1278555.0,-0.29907,4
RAKR,PNK,Industrials,Pollution & Treatment Controls,1203442.0,0.0,13
SXTC,NCM,Healthcare,Drug Manufacturers - Specialty & Generic,1194923.0,0.0,7
CBMJ,PNK,Communication Services,Internet Content & Information,1242011.0,0.0,12
ENRT,OQB,Basic Materials,Other Industrial Metals & Mining,1240727.0,0.0,20
IBG,NCM,Consumer Defensive,Beverages - Wineries & Distilleries,1261279.0,-0.87722,2
ISCO,OQB,Healthcare,Biotechnology,1120614.0,-0.0062800003,19
PTCO,PNK,Energy,Oil & Gas E&P,1195827.0,0.0,5
NRRWF,PNK,Technology,Communication Equipment,1195553.0,-2.14207,9
FECOF,PNK,Energy,Oil & Gas E&P,1191175.0,0.0,27
CBDL,PNK,Healthcare,Drug Manufacturers - Specialty & Generic,1186399.0,-0.60206,17
CMND,NCM,Healthcare,Biotechnology,1378612.0,0.0,4
NVVE,NCM,Consumer Cyclical,Specialty Retail,1179904.0,0.0,6
SKVI,OQB,Consumer Defensive,Household & Personal Products,2161537.0,0.0,27
QIND,PNK,Industrials,Specialty Industrial Machinery,1137282.0,-0.13434,17
MMEX,PNK,Industrials,Engineering & Construction,2229573.0,0.0,17
VHAI,PNK,Technology,Software - Infrastructure,1094281.0,0.0,2
GCTK,NCM,Healthcare,Medical Instruments & Supplies,1102294.0,0.0,13
GMEX,NCM,Technology,Consumer Electronics,1002930.0,-0.13129,3
GRXXF,PNK,Basic Materials,Gold,1078096.0,0.0,9
EVFM,PNK,Healthcare,Biotechnology,1192770.0,0.01937,12
SETO,PNK,Financial Services,Shell Companies,1066244.0,0.0,28
BOXL,NCM,Technology,Consumer Electronics,1018505.0,-0.28941,9
CBDY,PNK,Healthcare,Drug Manufacturers - Specialty & Generic,1048944.0,-0.11825,11
PTOS,PNK,Technology,Solar,1041429.0,4.1286497,21
EMMA,OQB,Healthcare,Biotechnology,1017874.0,-0.61288,30
